100, 2, 2.3125
100, 4, 2.3125
100, 8, 2.0472068856310917
101, 2, 2.3125
102, 2, 2.3125
102, 4, 2.3125
103, 2, 2.3125
104, 2, 2.3125
104, 4, 2.3125
104, 8, 2.0472068856310917
104, 16, 1.985247416606844
105, 2, 2.3125
106, 2, 2.3125
106, 4, 2.3125
107, 2, 2.3125
108, 2, 2.3125
108, 4, 2.3125
108, 8, 2.0472068856310917
109, 2, 2.3125
110, 2, 2.3125
110, 4, 2.3125
111, 2, 2.3125
112, 2, 2.3125
112, 4, 2.3125
112, 8, 2.0472068856310917
112, 16, 1.985247416606844
112, 32, 1.3215769143804215
113, 2, 2.3125
114, 2, 2.3125
114, 4, 2.3125
115, 2, 2.3125
116, 2, 2.3125
116, 4, 2.3125
116, 8, 2.0472068856310917
117, 2, 2.3125
118, 2, 2.3125
118, 4, 2.3125
119, 2, 2.3125
120, 2, 2.3125
120, 4, 2.3125
120, 8, 2.0472068856310917
120, 16, 1.985247416606844
121, 2, 2.3125
122, 2, 2.3125
122, 4, 2.3125
123, 2, 2.3125
124, 2, 2.3125
124, 4, 2.3125
124, 8, 2.0472068856310917
125, 2, 2.3125
126, 2, 2.3125
126, 4, 2.3125
127, 2, 2.3125
128, 2, 2.3125
128, 4, 2.3125
128, 8, 2.0472068856310917
128, 16, 1.985247416606844
128, 32, 1.3215769143804215
128, 64, 1.2365700760090186
128, 128, 1.9534038896521269
129, 2, 2.3125
130, 2, 2.3125
130, 4, 2.3125
131, 2, 2.3125
132, 2, 2.3125
132, 4, 2.3125
132, 8, 2.0472068856310917
133, 2, 2.3125
134, 2, 2.3125
134, 4, 2.3125
135, 2, 2.3125
136, 2, 2.3125
136, 4, 2.3125
136, 8, 2.0472068856310917
136, 16, 1.985247416606844
137, 2, 2.3125
138, 2, 3.1396496129425
138, 4, 2.8435210252930445
139, 2, 3.1396496129425
140, 2, 4.130256506949188
140, 4, 3.4310329926355294
140, 8, 2.7852544536689017
141, 2, 4.130256506949188
142, 2, 4.130256506949188
142, 4, 3.4310329926355294
143, 2, 4.130256506949188
144, 2, 4.130256506949188
144, 4, 3.4310329926355294
144, 8, 2.7852544536689017
144, 16, 2.678567400383451
144, 32, 1.5725952438217308
145, 2, 4.130256506949188
146, 2, 4.130256506949188
146, 4, 3.4310329926355294
147, 2, 4.130256506949188
148, 2, 4.130256506949188
148, 4, 3.4310329926355294
148, 8, 2.7852544536689017
149, 2, 4.130256506949188
150, 2, 4.130256506949188
150, 4, 3.4310329926355294
151, 2, 4.130256506949188
152, 2, 4.130256506949188
152, 4, 3.4310329926355294
152, 8, 2.7852544536689017
152, 16, 2.9970232015967913
153, 2, 4.130256506949188
154, 2, 4.130256506949188
154, 4, 3.4310329926355294
155, 2, 4.130256506949188
156, 2, 4.9358212376725685
156, 4, 3.895590693575996
156, 8, 3.0310791615442065
157, 2, 4.9358212376725685
158, 2, 4.9358212376725685
158, 4, 3.895590693575996
159, 2, 4.9358212376725685
160, 2, 4.9358212376725685
160, 4, 3.895590693575996
160, 8, 3.0310791615442065
160, 16, 3.071123004977328
160, 32, 2.3365289274910963
160, 64, 2.234805896786971
161, 2, 4.9358212376725685
162, 2, 4.9358212376725685
162, 4, 3.895590693575996
163, 2, 4.9358212376725685
164, 2, 4.9358212376725685
164, 4, 3.895590693575996
164, 8, 3.0310791615442065
165, 2, 4.9358212376725685
166, 2, 4.9358212376725685
166, 4, 3.895590693575996
167, 2, 4.9358212376725685
168, 2, 4.9358212376725685
168, 4, 3.895590693575996
168, 8, 3.7825056499994796
168, 16, 3.4663929956635364
169, 2, 4.9358212376725685
170, 2, 4.9358212376725685
170, 4, 3.895590693575996
171, 2, 4.9358212376725685
172, 2, 4.9358212376725685
172, 4, 3.895590693575996
172, 8, 3.7825056499994796
173, 2, 4.9358212376725685
174, 2, 4.9358212376725685
174, 4, 3.895590693575996
175, 2, 4.9358212376725685
176, 2, 4.9358212376725685
176, 4, 3.895590693575996
176, 8, 3.7825056499994796
176, 16, 3.5951070013650925
176, 32, 2.8159724141512514
177, 2, 4.9358212376725685
178, 2, 4.9358212376725685
178, 4, 3.895590693575996
179, 2, 4.9358212376725685
180, 2, 4.9358212376725685
180, 4, 3.895590693575996
180, 8, 4.051638020137131
